,Cluster,first_name,last_name,email,gender,University,Age,Class_Graduation_Year,Lease_Term,Major,Sports,Gaming,Coding,Outdoors,Movies,Art,Anime,Foodie,Music,Travel,Interest_1,Interest_2,Interest_3
516,6,Golda,Jodlowski,gjodlowskiec@ebay.com,Female,UPenn,44,2023,6,Biology,1,1,0,0,0,0,0,0,1,0,Sports,Gaming,Music
517,5,Matilda,Simecek,msimeceked@ca.gov,Female,UCB,47,2026,6,Nursing,1,1,0,0,0,0,0,1,0,0,Foodie,Gaming,Sports
518,4,Berti,McFarlane,bmcfarlaneee@opensource.org,Female,MIT,37,2022,12,Engineering,1,0,0,0,0,0,0,1,1,0,Foodie,Sports,Music
519,2,Karisa,Jedrzejczyk,kjedrzejczykef@nhs.uk,Female,UCLA,25,2024,6,Computer Science,0,0,0,0,0,1,1,0,1,0,Anime,Music,Art
520,0,Meghan,Willford,mwillfordeg@state.gov,Female,GT,46,2025,6,Accounting,0,0,0,1,0,0,0,0,1,1,Travel,Outdoors,Music
521,5,Calypso,McKee,cmckeeeh@stumbleupon.com,Female,UTA,25,2026,12,General Studies,1,0,0,0,0,0,1,1,0,0,Foodie,Anime,Sports
522,2,Idalina,Spata,ispataei@mozilla.com,Female,HU,19,2026,12,Computer Science,0,0,0,0,0,1,1,1,0,0,Art,Foodie,Anime
523,4,Brear,Bradborne,bbradborneej@zdnet.com,Non-binary,UCSA,47,2025,6,Liberal Arts,0,0,0,0,1,0,0,1,1,0,Music,Movies,Foodie
524,0,Daren,Edelman,dedelmanek@reuters.com,Male,HU,18,2022,6,Nursing,0,0,0,1,1,0,0,1,0,0,Outdoors,Foodie,Movies
525,7,Isidora,Goneau,igoneauel@slate.com,Female,CIT,46,2023,6,Computer Science,0,1,0,0,0,0,1,1,0,0,Anime,Gaming,Foodie
526,2,Petronille,Pigford,ppigfordem@nationalgeographic.com,Female,JHU,44,2025,12,Computer Science,0,0,0,0,0,0,1,0,1,1,Travel,Music,Anime
527,2,Ciel,Gillham,cgillhamen@webs.com,Polygender,JHU,35,2022,12,Computer Science,0,0,0,0,0,1,1,0,0,1,Travel,Anime,Art
528,2,Jewelle,Dietmar,jdietmareo@cargocollective.com,Female,JHU,34,2023,12,Nursing,0,0,0,0,0,1,1,1,0,0,Foodie,Anime,Art
529,0,Aile,Egre,aegreep@chicagotribune.com,Female,MIT,25,2023,12,Business,0,0,0,1,0,0,0,0,1,1,Travel,Music,Outdoors
530,7,Max,L'Archer,mlarchereq@sitemeter.com,Female,CIT,48,2024,12,Accounting,0,1,0,0,1,0,0,0,0,1,Travel,Gaming,Movies
531,3,Hagan,McLeman,hmclemaner@gnu.org,Male,SU,22,2024,12,Accounting,0,0,0,1,1,0,0,0,1,0,Outdoors,Music,Movies
532,2,Jessica,Menicomb,jmenicombes@indiegogo.com,Female,UIUC,19,2023,12,Computer Science,0,0,0,0,0,1,1,1,0,0,Anime,Art,Foodie
533,1,Tiffanie,Gilardone,tgilardoneet@walmart.com,Female,UWM,21,2024,6,Accounting,1,0,0,0,1,0,0,1,0,0,Foodie,Movies,Sports
534,2,Elihu,Bridgwood,ebridgwoodeu@quantcast.com,Male,CIT,32,2025,6,Nursing,0,0,1,0,0,0,1,0,1,0,Music,Coding,Anime
535,0,Stuart,Zum Felde,szumfeldeev@usgs.gov,Male,JHU,35,2023,12,Accounting,1,0,0,1,0,0,0,1,0,0,Sports,Foodie,Outdoors
536,2,Ximenez,Picott,xpicottew@dailymail.co.uk,Male,CMU,41,2024,12,Computer Science,0,0,0,0,1,0,1,0,1,0,Anime,Music,Movies
537,6,Charlotte,Kunzel,ckunzelex@apple.com,Female,UW,22,2022,12,Business,1,0,0,1,0,0,0,0,1,0,Outdoors,Music,Sports
538,8,Bernard,Eskriet,beskrietey@upenn.edu,Male,UTA,30,2025,12,Liberal Arts,0,1,1,1,0,0,0,0,0,0,Gaming,Outdoors,Coding
539,1,Nahum,Newcome,nnewcomeez@oracle.com,Male,CMU,26,2024,12,Engineering,1,0,1,0,0,0,0,0,0,1,Travel,Coding,Sports
540,2,Clyve,Chaudrelle,cchaudrellef0@rambler.ru,Genderqueer,PU,21,2026,12,Liberal Arts,0,0,1,0,0,0,1,0,1,0,Coding,Music,Anime
541,2,Adah,Clague,aclaguef1@boston.com,Female,MIT,41,2026,6,Nursing,0,0,0,0,0,1,0,0,1,1,Art,Travel,Music
542,4,Ninnette,Milmith,nmilmithf2@google.co.jp,Female,UMCP,26,2023,12,Nursing,1,0,0,0,0,0,0,1,1,0,Sports,Music,Foodie
543,2,Percival,Kerne,pkernef3@delicious.com,Male,UTA,44,2026,6,Computer Science,0,0,0,0,0,1,1,0,1,0,Anime,Music,Art
544,1,Millard,Steinham,msteinhamf4@weather.com,Agender,UW,36,2022,12,Biology,0,0,1,1,1,0,0,0,0,0,Movies,Coding,Outdoors
545,2,Kele,Simcoe,ksimcoef5@diigo.com,Male,GT,20,2022,6,Biology,0,0,0,1,0,0,1,0,1,0,Outdoors,Music,Anime
546,7,Hercules,Coyte,hcoytef6@elegantthemes.com,Male,UIUC,20,2022,12,Nursing,0,1,0,0,0,0,0,0,1,1,Music,Gaming,Travel
547,7,Sheila-kathryn,Anthiftle,santhiftlef7@youtube.com,Female,CU,32,2022,6,Business,1,1,0,0,0,0,0,0,0,1,Gaming,Travel,Sports
548,0,Duffy,Gagan,dgaganf8@nifty.com,Male,SU,19,2022,6,Nursing,0,1,0,0,0,0,0,1,0,1,Gaming,Travel,Foodie
549,4,Kendrick,Ilsley,kilsleyf9@webeden.co.uk,Male,JHU,23,2024,12,Liberal Arts,0,1,0,0,1,0,0,0,1,0,Movies,Gaming,Music
550,4,Dermot,Gianelli,dgianellifa@nba.com,Male,UPenn,26,2024,6,General Studies,0,0,0,0,1,0,1,1,0,0,Anime,Foodie,Movies
551,0,Sheelagh,Walpole,swalpolefb@theglobeandmail.com,Female,UCLA,45,2024,6,Other,1,0,0,0,0,0,0,1,0,1,Foodie,Travel,Sports
552,3,Creight,Feaver,cfeaverfc@1688.com,Male,UPenn,36,2025,6,Business,0,0,0,1,1,0,0,0,1,0,Movies,Outdoors,Music
553,3,Florri,Cadlock,fcadlockfd@msu.edu,Female,CIT,50,2023,12,Business,0,0,0,0,1,1,0,0,0,1,Art,Travel,Movies
554,8,Merrie,Fellman,mfellmanfe@google.ru,Female,JHU,47,2025,12,Accounting,0,1,1,0,0,0,0,0,0,1,Travel,Coding,Gaming
555,1,Artemis,Sybe,asybeff@pagesperso-orange.fr,Male,CIT,33,2026,6,Business,1,0,1,0,1,0,0,0,0,0,Coding,Movies,Sports
556,6,Isobel,Ollerenshaw,iollerenshawfg@php.net,Female,CIT,29,2023,12,Accounting,1,0,0,1,0,0,0,0,1,0,Music,Outdoors,Sports
557,2,Tobit,O'Lochan,tolochanfh@yahoo.co.jp,Male,CU,18,2025,6,Nursing,0,0,1,0,0,1,0,0,1,0,Music,Coding,Art
558,7,Clarissa,Akroyd,cakroydfi@time.com,Female,UIUC,22,2023,6,Computer Science,0,0,1,0,0,0,1,0,0,1,Anime,Travel,Coding
559,1,Tabatha,McArthur,tmcarthurfj@buzzfeed.com,Female,UCSA,48,2026,12,Business,0,0,1,1,1,0,0,0,0,0,Movies,Outdoors,Coding
560,2,Geoffry,Stapford,gstapfordfk@aboutads.info,Male,UMAA,26,2022,12,Computer Science,0,0,0,0,0,1,1,0,0,1,Anime,Travel,Art
561,1,Benn,Milsted,bmilstedfl@reference.com,Male,PU,48,2024,6,Nursing,0,0,1,0,1,1,0,0,0,0,Movies,Coding,Art
562,1,Vanny,Jukubczak,vjukubczakfm@weather.com,Female,UTA,32,2023,6,Accounting,1,0,1,1,0,0,0,0,0,0,Sports,Coding,Outdoors
563,7,Sullivan,Drennan,sdrennanfn@thetimes.co.uk,Male,UMAA,40,2025,6,Business,0,1,0,0,0,0,1,0,0,1,Travel,Gaming,Anime
564,6,Tim,Chad,tchadfo@vimeo.com,Male,PU,44,2023,12,Liberal Arts,1,1,0,1,0,0,0,0,0,0,Gaming,Outdoors,Sports
565,0,Kristoforo,Spavins,kspavinsfp@joomla.org,Male,UCLA,28,2025,12,Nursing,0,0,0,1,0,0,1,0,0,1,Outdoors,Travel,Anime
566,0,Stavro,Bugg,sbuggfq@parallels.com,Male,UWM,34,2024,6,Engineering,0,0,0,1,0,0,0,1,0,1,Outdoors,Travel,Foodie
567,1,Josselyn,Cleverly,jcleverlyfr@reverbnation.com,Female,GT,38,2023,6,Nursing,0,0,1,0,1,0,0,0,0,1,Coding,Travel,Movies
568,6,Claudianus,Verdie,cverdiefs@de.vu,Male,UPenn,36,2022,12,Biology,0,0,1,1,0,0,0,0,1,0,Music,Outdoors,Coding
569,0,Kary,Annear,kannearft@cargocollective.com,Female,UCB,28,2026,12,Computer Science,1,0,0,0,0,0,0,1,0,1,Travel,Sports,Foodie
570,0,Zeke,Borrow,zborrowfu@cdc.gov,Male,UCLA,31,2022,6,Liberal Arts,0,0,0,1,0,1,0,0,0,1,Art,Outdoors,Travel
571,3,Robbin,Alflat,ralflatfv@zdnet.com,Female,SU,22,2024,12,Liberal Arts,0,1,0,1,1,0,0,0,0,0,Gaming,Outdoors,Movies
572,8,Mac,Binnes,mbinnesfw@wunderground.com,Male,UW,19,2024,12,Nursing,0,1,1,0,0,0,0,0,0,1,Coding,Gaming,Travel
573,4,Charley,Gradley,cgradleyfx@marketwatch.com,Male,GT,31,2026,6,Biology,0,0,0,0,1,0,0,1,1,0,Music,Movies,Foodie
574,3,Arleta,Boame,aboamefy@taobao.com,Female,MIT,19,2023,6,Engineering,0,0,1,1,0,1,0,0,0,0,Art,Outdoors,Coding
575,0,Stephine,Pierri,spierrifz@vinaora.com,Female,CMU,23,2025,12,Biology,0,0,0,1,0,1,0,0,0,1,Outdoors,Art,Travel
576,1,Nollie,Farlam,nfarlamg0@house.gov,Male,UMCP,25,2022,12,Nursing,1,0,1,0,1,0,0,0,0,0,Sports,Coding,Movies
577,2,Tod,McDonogh,tmcdonoghg1@e-recht24.de,Male,UTA,24,2025,12,Nursing,0,0,0,0,0,1,0,1,1,0,Foodie,Art,Music
578,0,Hoyt,Joannet,hjoannetg2@scribd.com,Non-binary,UCLA,38,2022,6,Liberal Arts,0,0,0,0,0,1,0,1,0,1,Travel,Art,Foodie
579,8,Raynor,Sloey,rsloeyg3@hibu.com,Male,SU,45,2024,12,Computer Science,0,1,1,0,0,0,0,0,0,1,Coding,Travel,Gaming
580,7,Danell,Spridgeon,dspridgeong4@oracle.com,Female,UMAA,33,2024,6,Business,1,1,0,0,0,0,1,0,0,0,Sports,Anime,Gaming
581,6,Grete,Chaplain,gchaplaing5@ustream.tv,Female,HU,38,2026,12,Nursing,1,0,0,1,0,0,0,0,1,0,Outdoors,Sports,Music
582,7,Geoffrey,McNaught,gmcnaughtg6@microsoft.com,Male,CIT,26,2025,12,Accounting,0,1,0,0,0,0,1,0,0,1,Travel,Gaming,Anime
583,7,Georgeanne,Blaylock,gblaylockg7@twitpic.com,Female,UMAA,47,2022,12,General Studies,1,1,0,0,0,0,0,0,0,1,Travel,Gaming,Sports
584,1,Lexy,Ewbanck,lewbanckg8@discovery.com,Female,MIT,19,2026,12,Engineering,1,0,1,0,0,0,0,1,0,0,Coding,Foodie,Sports
585,0,Nolie,St. Louis,nstlouisg9@twitter.com,Female,HU,44,2023,12,General Studies,1,0,0,1,0,0,0,1,0,0,Outdoors,Foodie,Sports
586,6,Jesse,Byas,jbyasga@hao123.com,Female,UCB,47,2022,12,Nursing,1,0,0,0,0,0,0,0,1,1,Sports,Travel,Music
587,7,Corrie,Granville,cgranvillegb@example.com,Male,UTA,35,2024,6,Nursing,0,1,0,0,0,0,0,0,1,1,Music,Gaming,Travel
588,2,Veronique,Rieflin,vrieflingc@java.com,Female,CIT,46,2025,12,Biology,0,0,0,0,0,1,0,1,1,0,Music,Art,Foodie
589,7,Esdras,Welbeck,ewelbeckgd@nbcnews.com,Male,UPenn,42,2022,12,Nursing,0,1,0,0,0,0,0,0,1,1,Gaming,Music,Travel
590,7,Angelita,Betts,abettsge@miitbeian.gov.cn,Female,UW,40,2025,12,Engineering,0,0,1,0,0,0,1,0,0,1,Anime,Coding,Travel
591,4,Walliw,Keijser,wkeijsergf@weebly.com,Female,GT,23,2026,12,Nursing,0,0,0,0,1,0,1,1,0,0,Movies,Anime,Foodie
592,2,Gigi,Buckenhill,gbuckenhillgg@oakley.com,Female,GT,44,2022,6,Accounting,1,0,0,0,0,0,1,0,1,0,Anime,Sports,Music
593,8,Demetre,Franses,dfransesgh@utexas.edu,Male,CMU,22,2022,12,Engineering,0,1,1,1,0,0,0,0,0,0,Outdoors,Gaming,Coding
594,2,Toma,Keiley,tkeileygi@kickstarter.com,Female,UWM,22,2025,12,Nursing,0,0,0,0,0,0,1,0,1,1,Anime,Music,Travel
595,5,Tracy,Vannacci,tvannaccigj@squarespace.com,Female,UPenn,39,2026,12,Computer Science,1,0,0,0,0,0,1,1,0,0,Sports,Foodie,Anime
596,4,Thorvald,Tilbey,ttilbeygk@geocities.com,Non-binary,UMAA,41,2026,12,Nursing,0,0,0,0,1,0,0,0,1,1,Music,Travel,Movies
597,4,Efren,Bowerman,ebowermangl@jimdo.com,Male,HU,42,2026,6,Engineering,0,0,0,0,1,0,0,1,1,0,Music,Foodie,Movies
598,2,Bill,Gateley,bgateleygm@oracle.com,Genderqueer,UMCP,38,2026,12,Nursing,0,0,0,1,0,1,1,0,0,0,Outdoors,Anime,Art
599,1,Jonathon,Szubert,jszubertgn@springer.com,Male,UCSA,18,2025,12,Nursing,1,0,1,0,0,0,0,1,0,0,Sports,Coding,Foodie
600,0,Gweneth,Hupe,ghupego@java.com,Female,UW,48,2022,12,Business,0,0,0,0,0,1,0,1,0,1,Art,Travel,Foodie
601,0,Sallie,Mayward,smaywardgp@un.org,Female,HU,46,2022,12,Business,0,0,0,1,0,1,0,0,0,1,Outdoors,Art,Travel
602,4,Sam,Hupka,shupkagq@skype.com,Male,UPenn,49,2023,6,Engineering,0,0,0,0,1,0,0,0,1,1,Travel,Movies,Music
603,3,Geri,Plewes,gplewesgr@delicious.com,Female,CMU,25,2025,6,Business,0,0,0,1,1,0,1,0,0,0,Outdoors,Anime,Movies
604,1,Matias,Sidden,msiddengs@flickr.com,Male,UMAA,25,2026,6,Biology,0,0,1,0,1,0,1,0,0,0,Anime,Coding,Movies
605,8,Rory,Blazevic,rblazevicgt@hhs.gov,Female,JHU,43,2022,6,Nursing,0,1,1,0,0,0,0,0,1,0,Coding,Gaming,Music
606,2,Philippe,Vigietti,pvigiettigu@nbcnews.com,Female,HU,22,2023,6,General Studies,0,0,0,0,0,0,1,1,1,0,Foodie,Music,Anime
607,5,Salvador,Kerfod,skerfodgv@epa.gov,Male,UPenn,18,2026,6,Engineering,0,0,1,0,0,1,0,1,0,0,Foodie,Coding,Art
608,5,Rolland,Springtorp,rspringtorpgw@vinaora.com,Male,MIT,24,2026,6,Computer Science,1,0,0,0,0,1,0,1,0,0,Sports,Foodie,Art
609,1,Walton,Gynni,wgynnigx@tmall.com,Male,SU,28,2024,6,Liberal Arts,1,0,1,0,0,0,0,0,0,1,Sports,Coding,Travel
610,0,Tracy,Cargo,tcargogy@ustream.tv,Female,JHU,41,2026,6,Engineering,1,0,0,0,0,0,0,1,0,1,Foodie,Travel,Sports
611,5,Fabio,Robert,frobertgz@economist.com,Male,UW,41,2022,6,Engineering,0,0,1,0,0,1,0,1,0,0,Art,Coding,Foodie
612,3,Luca,Ruger,lrugerh0@ask.com,Male,CU,38,2024,6,Nursing,0,0,0,1,1,0,0,0,1,0,Music,Outdoors,Movies
613,3,Katya,Swancott,kswancotth1@java.com,Female,CIT,48,2024,12,Liberal Arts,0,0,0,0,1,1,0,1,0,0,Movies,Art,Foodie
614,8,Jamison,Coulton,jcoultonh2@qq.com,Male,UCB,36,2024,12,Liberal Arts,0,1,1,0,0,1,0,0,0,0,Art,Coding,Gaming
615,4,Fidelio,Asprey,faspreyh3@un.org,Male,UMAA,19,2024,12,Biology,0,1,0,0,1,0,0,0,1,0,Music,Movies,Gaming
616,5,Gibby,Warman,gwarmanh4@wired.com,Male,HU,46,2023,6,Engineering,1,1,0,0,0,0,0,1,0,0,Gaming,Foodie,Sports
617,3,Tedman,Pedgrift,tpedgrifth5@google.com.hk,Male,MIT,40,2023,6,Liberal Arts,0,0,0,0,1,1,0,0,0,1,Travel,Art,Movies
618,1,Dolli,Merigon,dmerigonh6@harvard.edu,Female,CMU,45,2024,12,Accounting,1,0,1,0,0,0,0,0,0,1,Coding,Sports,Travel
619,7,Nobie,Popelay,npopelayh7@nydailynews.com,Genderfluid,UCLA,24,2026,12,Engineering,0,1,0,0,0,0,0,0,1,1,Music,Gaming,Travel
620,1,Retha,Keyworth,rkeyworthh8@bing.com,Genderfluid,UW,46,2025,12,Nursing,0,0,1,0,1,0,1,0,0,0,Movies,Coding,Anime
621,6,Kele,Colman,kcolmanh9@toplist.cz,Male,JHU,46,2026,12,Business,1,0,0,1,0,0,0,0,1,0,Music,Outdoors,Sports
622,5,Emory,Spiers,espiersha@goo.ne.jp,Male,UPenn,22,2026,12,Engineering,1,1,0,0,0,1,0,0,0,0,Gaming,Sports,Art
623,0,Coretta,Levicount,clevicounthb@google.com.au,Female,UMAA,27,2024,6,Liberal Arts,1,0,0,1,0,0,0,0,0,1,Travel,Sports,Outdoors
624,7,Jessie,Berecloth,jbereclothhc@hexun.com,Male,PU,23,2023,6,Computer Science,0,1,0,0,0,1,0,0,0,1,Gaming,Art,Travel
625,0,Ber,Sweetnam,bsweetnamhd@sun.com,Male,GT,23,2022,12,Other,0,0,0,0,0,0,1,1,0,1,Anime,Foodie,Travel
626,1,Morris,Sich,msichhe@icq.com,Male,UCB,35,2026,6,General Studies,1,1,0,0,1,0,0,0,0,0,Sports,Movies,Gaming
627,0,Currie,Simoneau,csimoneauhf@imdb.com,Male,JHU,29,2026,12,Nursing,0,0,0,1,0,1,0,0,0,1,Travel,Art,Outdoors
628,8,Horst,Goodanew,hgoodanewhg@tmall.com,Male,CIT,26,2025,12,Accounting,0,1,1,0,0,0,1,0,0,0,Coding,Gaming,Anime
629,0,Claudius,Espinay,cespinayhh@mozilla.com,Male,UIUC,46,2024,12,Computer Science,0,0,0,1,1,0,0,0,0,1,Travel,Outdoors,Movies
630,2,Shaun,Fawdry,sfawdryhi@icq.com,Female,UCSA,48,2025,6,Business,0,0,0,0,0,1,0,0,1,1,Travel,Music,Art
631,4,Jan,Hess,jhesshj@forbes.com,Female,CIT,19,2024,6,Business,0,1,0,0,1,0,0,1,0,0,Movies,Foodie,Gaming
632,0,Lulita,Dmytryk,ldmytrykhk@slate.com,Female,CMU,35,2026,6,Engineering,0,1,0,1,0,0,0,1,0,0,Foodie,Gaming,Outdoors
633,7,Corliss,Rubenovic,crubenovichl@addtoany.com,Female,UCB,41,2025,12,Business,0,1,0,0,1,0,1,0,0,0,Anime,Movies,Gaming
634,0,Lorant,Paddock,lpaddockhm@cdc.gov,Male,SU,23,2022,12,Liberal Arts,0,0,0,1,1,0,0,0,0,1,Movies,Outdoors,Travel
635,2,Avril,Bernaert,abernaerthn@ocn.ne.jp,Female,JHU,45,2024,12,Engineering,0,1,0,0,0,1,1,0,0,0,Anime,Art,Gaming
636,7,Beverley,Lindholm,blindholmho@blogspot.com,Female,UTA,27,2022,6,Engineering,1,0,0,0,0,0,1,0,0,1,Anime,Travel,Sports
637,6,Byron,Goulden,bgouldenhp@so-net.ne.jp,Male,GT,34,2023,12,Nursing,1,0,0,0,0,0,0,0,1,1,Music,Sports,Travel
638,3,Belinda,Sieve,bsievehq@apache.org,Female,UCB,22,2023,12,Accounting,0,1,0,0,1,1,0,0,0,0,Art,Movies,Gaming
639,2,Jaquelin,Mathewes,jmatheweshr@google.com.br,Female,UMCP,47,2023,12,Engineering,0,0,0,0,1,1,0,0,1,0,Movies,Art,Music
640,3,Myrtia,Finney,mfinneyhs@themeforest.net,Female,UW,29,2022,12,Accounting,0,1,0,1,0,1,0,0,0,0,Art,Outdoors,Gaming
641,1,D'arcy,Salisbury,dsalisburyht@marketwatch.com,Male,UMAA,20,2025,6,Engineering,1,1,0,0,1,0,0,0,0,0,Movies,Sports,Gaming
642,0,Mic,Lello,mlellohu@sciencedirect.com,Male,PU,35,2025,12,Computer Science,0,0,0,1,0,0,0,0,1,1,Music,Outdoors,Travel
643,7,Elonore,Petrussi,epetrussihv@globo.com,Female,CMU,29,2024,12,Nursing,0,0,1,0,0,0,1,0,0,1,Travel,Coding,Anime
644,3,Taffy,Le Grand,tlegrandhw@addthis.com,Female,UIUC,42,2022,12,Liberal Arts,0,0,0,0,1,1,0,0,0,1,Movies,Travel,Art
645,2,Albina,Duell,aduellhx@cloudflare.com,Female,SU,46,2022,12,General Studies,0,0,0,0,1,1,1,0,0,0,Movies,Anime,Art
646,4,Dodi,McChruiter,dmcchruiterhy@cbsnews.com,Female,PU,40,2025,6,Accounting,0,1,0,0,1,0,0,1,0,0,Movies,Foodie,Gaming
647,1,Edee,Tidgewell,etidgewellhz@cnet.com,Female,UW,38,2025,6,Nursing,1,0,0,0,1,1,0,0,0,0,Movies,Art,Sports
648,1,Trisha,Sherborne,tsherbornei0@census.gov,Female,PU,47,2025,12,Business,1,0,1,0,0,1,0,0,0,0,Art,Coding,Sports
649,1,Giffard,Manhood,gmanhoodi1@reference.com,Male,UIUC,20,2023,6,Other,1,0,0,0,1,0,0,0,1,0,Movies,Music,Sports
650,1,Germaine,Beilby,gbeilbyi2@theguardian.com,Male,MIT,25,2023,12,Nursing,1,0,1,0,1,0,0,0,0,0,Sports,Movies,Coding
651,0,Hewie,Skeath,hskeathi3@wufoo.com,Male,UMAA,41,2024,6,Engineering,0,0,0,1,0,1,0,1,0,0,Foodie,Outdoors,Art
652,7,Corine,Benner,cbenneri4@foxnews.com,Female,MIT,47,2023,12,Biology,1,1,0,0,0,0,0,0,0,1,Sports,Travel,Gaming
653,6,Evita,Mawer,emaweri5@mit.edu,Female,SU,25,2022,6,Nursing,1,0,0,1,0,0,0,0,1,0,Outdoors,Sports,Music
654,3,Tailor,Quesne,tquesnei6@examiner.com,Male,UPenn,47,2022,12,Nursing,0,1,0,0,1,1,0,0,0,0,Movies,Art,Gaming
655,7,Kitty,Danett,kdanetti7@google.com.br,Female,GT,35,2023,12,Business,0,1,0,0,0,0,1,1,0,0,Anime,Gaming,Foodie
656,2,Matteo,Blodgett,mblodgetti8@go.com,Male,UMCP,33,2024,6,Business,0,0,0,1,0,0,1,0,1,0,Anime,Outdoors,Music
657,0,Rebeca,Mackinder,rmackinderi9@hp.com,Female,MIT,38,2022,6,Nursing,0,0,0,1,0,0,0,1,0,1,Outdoors,Foodie,Travel
658,6,Aube,Sheavills,asheavillsia@devhub.com,Male,HU,38,2026,6,Engineering,1,1,0,0,0,0,0,0,1,0,Gaming,Sports,Music
659,0,Ginny,Barth,gbarthib@utexas.edu,Female,CMU,44,2026,6,Nursing,0,0,0,1,0,0,0,0,1,1,Music,Outdoors,Travel
660,3,Julius,Mewett,jmewettic@google.co.uk,Male,GT,18,2022,12,Accounting,0,0,0,1,1,1,0,0,0,0,Outdoors,Art,Movies
661,4,Kylie,Petrello,kpetrelloid@narod.ru,Female,UW,31,2023,12,Engineering,1,0,0,0,0,0,0,1,1,0,Sports,Music,Foodie
662,8,Sephira,Scotney,sscotneyie@aboutads.info,Female,UCB,18,2025,6,Engineering,0,1,1,0,1,0,0,0,0,0,Movies,Gaming,Coding
663,0,Olly,Erdely,oerdelyif@joomla.org,Male,CU,22,2025,6,Business,0,0,0,1,0,0,1,0,0,1,Travel,Anime,Outdoors
664,7,Aldin,Tiebe,atiebeig@alexa.com,Male,UPenn,23,2025,6,Business,0,1,0,1,0,0,1,0,0,0,Outdoors,Anime,Gaming
665,2,Jaquelyn,Phillpotts,jphillpottsih@hubpages.com,Female,MIT,25,2023,12,Engineering,0,1,0,0,0,1,0,0,1,0,Music,Gaming,Art
666,1,Alanah,Mackrill,amackrillii@dell.com,Female,UMCP,31,2024,12,Engineering,1,0,1,0,1,0,0,0,0,0,Coding,Movies,Sports
667,1,Franky,Tadlow,ftadlowij@mapquest.com,Female,UIUC,28,2022,6,Liberal Arts,1,0,0,0,1,0,0,0,1,0,Movies,Music,Sports
668,7,Eleanora,Boud,eboudik@time.com,Female,CU,23,2023,12,Engineering,1,1,0,0,0,0,1,0,0,0,Sports,Gaming,Anime
669,1,Constantin,Clough,ccloughil@4shared.com,Male,HU,22,2022,6,Business,1,0,0,0,1,1,0,0,0,0,Sports,Movies,Art
670,7,Caralie,Gianolo,cgianoloim@theguardian.com,Female,UWM,36,2022,6,Liberal Arts,1,0,0,0,0,0,1,0,0,1,Sports,Anime,Travel
671,7,Arthur,Frankcombe,afrankcombein@chron.com,Male,UMCP,27,2022,12,Biology,0,1,0,0,1,0,1,0,0,0,Anime,Movies,Gaming
672,2,Rolland,Swannie,rswannieio@edublogs.org,Male,CU,19,2022,6,General Studies,0,0,0,0,1,0,1,0,1,0,Anime,Movies,Music
673,1,Clementia,Waterstone,cwaterstoneip@alibaba.com,Female,UCSA,31,2023,6,General Studies,0,0,1,0,1,0,1,0,0,0,Anime,Movies,Coding
674,6,Ryun,Bassom,rbassomiq@blogs.com,Male,UCLA,45,2025,6,Nursing,1,0,0,1,0,0,1,0,0,0,Sports,Anime,Outdoors
675,0,Beltran,Pettiford,bpettifordir@google.cn,Male,JHU,32,2023,12,Biology,1,0,0,0,0,0,0,1,0,1,Sports,Foodie,Travel
676,8,Lyndy,Tofts,ltoftsis@redcross.org,Female,UW,18,2022,12,Engineering,0,1,1,0,0,0,1,0,0,0,Coding,Gaming,Anime
677,0,Isador,Penni,ipenniit@eepurl.com,Male,HU,34,2023,6,Engineering,1,0,0,1,0,0,0,0,0,1,Outdoors,Travel,Sports
678,5,Chaddy,Rosenstengel,crosenstengeliu@mlb.com,Male,UWM,24,2025,12,Liberal Arts,0,0,1,0,0,1,0,1,0,0,Art,Coding,Foodie
679,0,Georgia,Accombe,gaccombeiv@utexas.edu,Female,CIT,26,2023,6,Computer Science,0,1,0,1,0,0,0,0,0,1,Outdoors,Travel,Gaming
680,1,Burt,Eunson,beunsoniw@cargocollective.com,Genderqueer,UMAA,49,2026,6,General Studies,1,0,1,0,1,0,0,0,0,0,Coding,Movies,Sports
681,1,Augustin,Shalders,ashaldersix@imdb.com,Male,UPenn,45,2022,12,Accounting,0,0,1,0,1,1,0,0,0,0,Movies,Coding,Art
682,3,Graeme,Leachman,gleachmaniy@cbslocal.com,Male,CMU,29,2025,6,Nursing,0,0,0,1,1,0,1,0,0,0,Anime,Outdoors,Movies
683,5,Erastus,Faichney,efaichneyiz@berkeley.edu,Male,PU,18,2026,12,Other,0,0,1,0,0,1,0,1,0,0,Coding,Art,Foodie
684,7,Merrill,Dossetter,mdossetterj0@icio.us,Female,UTA,30,2026,12,Nursing,1,0,0,0,0,0,1,0,0,1,Sports,Anime,Travel
685,8,Oralla,Piggford,opiggfordj1@biblegateway.com,Female,UCSA,40,2024,12,Nursing,0,0,1,0,0,0,0,0,1,1,Travel,Coding,Music
686,2,Dylan,Faulkes,dfaulkesj2@theatlantic.com,Male,CU,46,2023,12,Biology,0,0,1,0,0,1,0,0,1,0,Coding,Art,Music
687,1,Angy,Keneforde,akenefordej3@nationalgeographic.com,Female,UMAA,42,2025,12,Liberal Arts,1,0,1,0,0,0,1,0,0,0,Sports,Coding,Anime
688,5,Goldina,Gleaves,ggleavesj4@facebook.com,Female,UMAA,23,2025,12,Computer Science,1,0,0,0,0,0,1,1,0,0,Anime,Foodie,Sports
